production_id,shipment_batch_id,company_id,company_name,label_code,season,gender,fabric,garment_type,color,garment_units,production_start_date,production_complete_date,production_due_date,production_duration_days,due_buffer_days,is_late,line_or_machine,risk_stage,scenario_tag
PRD-00421,SHP-202607-01,1,옷감사,W3MJW01NV,겨울,남성,울,재킷,네이비,36658,2026-06-14,2026-07-02,2026-07-03,18,1,N,fabric-line-2,tight,july_normal
PRD-00422,SHP-202607-01,2,케어라벨사,W3MJW01NV,겨울,남성,울,재킷,네이비,36658,2026-06-16,2026-06-26,2026-07-03,10,7,N,label-line-3,normal,july_normal
PRD-00423,SHP-202607-01,3,지퍼단추사,W3MJW01NV,겨울,남성,울,재킷,네이비,36658,2026-06-17,2026-06-28,2026-07-03,11,5,N,zipper-line-4,tight,july_normal
PRD-00424,SHP-202607-02,1,옷감사,W2WTO11BK,가을,여성,트윌,아우터,블랙,38344,2026-06-20,2026-07-06,2026-07-10,16,4,N,fabric-line-5,tight,july_due_day_pressure
PRD-00425,SHP-202607-02,2,케어라벨사,W2WTO11BK,가을,여성,트윌,아우터,블랙,38344,2026-06-25,2026-07-06,2026-07-10,11,4,N,label-line-6,tight,july_due_day_pressure
PRD-00426,SHP-202607-02,3,지퍼단추사,W2WTO11BK,가을,여성,트윌,아우터,블랙,38344,2026-06-23,2026-07-04,2026-07-10,11,6,N,zipper-line-1,normal,july_due_day_pressure
PRD-00427,SHP-202607-03,1,옷감사,W2MTC08RD,여름,여성,면,티셔츠,레드,35769,2026-07-01,2026-07-17,2026-07-17,16,0,N,fabric-line-2,tight,july_round_trip_candidate
PRD-00428,SHP-202607-03,2,케어라벨사,W2MTC08RD,여름,여성,면,티셔츠,레드,35769,2026-07-05,2026-07-15,2026-07-17,10,2,N,label-line-3,tight,july_round_trip_candidate
PRD-00429,SHP-202607-03,3,지퍼단추사,W2MTC08RD,여름,여성,면,티셔츠,레드,35769,2026-07-06,2026-07-18,2026-07-17,12,-1,Y,zipper-line-4,late,july_round_trip_candidate
PRD-00430,SHP-202607-04,1,옷감사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,43078,2026-06-30,2026-07-19,2026-07-24,19,5,N,fabric-line-5,tight,july_heavy_load
PRD-00431,SHP-202607-04,2,케어라벨사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,43078,2026-07-12,2026-07-21,2026-07-24,9,3,N,label-line-6,tight,july_heavy_load
PRD-00432,SHP-202607-04,3,지퍼단추사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,43078,2026-07-07,2026-07-19,2026-07-24,12,5,N,zipper-line-1,tight,july_heavy_load
PRD-00433,SHP-202607-05,1,옷감사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,41800,2026-07-15,2026-08-01,2026-07-31,17,-1,Y,fabric-line-2,late,july_duplicate_guard
PRD-00434,SHP-202607-05,2,케어라벨사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,41800,2026-07-20,2026-07-31,2026-07-31,11,0,N,label-line-3,tight,july_duplicate_guard
PRD-00435,SHP-202607-05,3,지퍼단추사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,41800,2026-07-12,2026-07-26,2026-07-31,14,5,N,zipper-line-4,tight,july_duplicate_guard
PRD-00436,SHP-202608-01,1,옷감사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,32303,2026-07-17,2026-08-05,2026-08-07,19,2,N,fabric-line-5,tight,supply_and_production_break
PRD-00437,SHP-202608-01,2,케어라벨사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,32303,2026-07-23,2026-08-03,2026-08-07,11,4,N,label-line-6,tight,supply_and_production_break
PRD-00438,SHP-202608-01,3,지퍼단추사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,32303,2026-07-20,2026-08-02,2026-08-07,13,5,N,zipper-line-1,tight,supply_and_production_break
PRD-00439,SHP-202608-02,1,옷감사,W2WPM10GY,겨울,여성,울,코트,그레이,37354,2026-07-26,2026-08-13,2026-08-15,18,2,N,fabric-line-2,tight,supply_and_production_break
PRD-00440,SHP-202608-02,2,케어라벨사,W2WPM10GY,겨울,여성,울,코트,그레이,37354,2026-08-04,2026-08-15,2026-08-15,11,0,N,label-line-3,tight,supply_and_production_break
PRD-00441,SHP-202608-02,3,지퍼단추사,W2WPM10GY,겨울,여성,울,코트,그레이,37354,2026-07-31,2026-08-14,2026-08-15,14,1,N,zipper-line-4,tight,supply_and_production_break
PRD-00442,SHP-202608-03,1,옷감사,W3MJW01NV,겨울,남성,울,재킷,네이비,31068,2026-08-03,2026-08-22,2026-08-23,19,1,N,fabric-line-5,tight,supply_and_production_break
PRD-00443,SHP-202608-03,2,케어라벨사,W3MJW01NV,겨울,남성,울,재킷,네이비,31068,2026-08-09,2026-08-21,2026-08-23,12,2,N,label-line-6,tight,supply_and_production_break
PRD-00444,SHP-202608-03,3,지퍼단추사,W3MJW01NV,겨울,남성,울,재킷,네이비,31068,2026-08-11,2026-08-24,2026-08-23,13,-1,Y,zipper-line-1,late,supply_and_production_break
PRD-00445,SHP-202608-04,1,옷감사,W2WTO11BK,가을,여성,트윌,아우터,블랙,34112,2026-08-08,2026-08-27,2026-08-28,19,1,N,fabric-line-2,tight,supply_and_production_break
PRD-00446,SHP-202608-04,2,케어라벨사,W2WTO11BK,가을,여성,트윌,아우터,블랙,34112,2026-08-16,2026-08-28,2026-08-28,12,0,N,label-line-3,tight,supply_and_production_break
PRD-00447,SHP-202608-04,3,지퍼단추사,W2WTO11BK,가을,여성,트윌,아우터,블랙,34112,2026-08-10,2026-08-22,2026-08-28,12,6,N,zipper-line-4,normal,supply_and_production_break
PRD-00448,SHP-202609-01,1,옷감사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,36809,2026-08-21,2026-09-09,2026-09-08,19,-1,Y,fabric-line-5,late,supply_and_production_break
PRD-00449,SHP-202609-01,2,케어라벨사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,36809,2026-08-24,2026-09-03,2026-09-08,10,5,N,label-line-6,tight,supply_and_production_break
PRD-00450,SHP-202609-01,3,지퍼단추사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,36809,2026-08-24,2026-09-06,2026-09-08,13,2,N,zipper-line-1,tight,supply_and_production_break
PRD-00451,SHP-202609-02,1,옷감사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,29471,2026-09-02,2026-09-19,2026-09-18,17,-1,Y,fabric-line-2,late,supply_and_production_break
PRD-00452,SHP-202609-02,2,케어라벨사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,29471,2026-09-06,2026-09-16,2026-09-18,10,2,N,label-line-3,tight,supply_and_production_break
PRD-00453,SHP-202609-02,3,지퍼단추사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,29471,2026-09-01,2026-09-13,2026-09-18,12,5,N,zipper-line-4,tight,supply_and_production_break
PRD-00454,SHP-202609-03,1,옷감사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,34319,2026-09-07,2026-09-24,2026-09-27,17,3,N,fabric-line-5,tight,supply_and_production_break
PRD-00455,SHP-202609-03,2,케어라벨사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,34319,2026-09-11,2026-09-20,2026-09-27,9,7,N,label-line-6,normal,supply_and_production_break
PRD-00456,SHP-202609-03,3,지퍼단추사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,34319,2026-09-16,2026-09-28,2026-09-27,12,-1,Y,zipper-line-1,late,supply_and_production_break
PRD-00457,SHP-202610-01,1,옷감사,W2WPM10GY,겨울,여성,울,코트,그레이,40729,2026-09-24,2026-10-10,2026-10-08,16,-2,Y,fabric-line-2,late,supply_and_production_break
PRD-00458,SHP-202610-01,2,케어라벨사,W2WPM10GY,겨울,여성,울,코트,그레이,40729,2026-09-22,2026-10-02,2026-10-08,10,6,N,label-line-3,normal,supply_and_production_break
PRD-00459,SHP-202610-01,3,지퍼단추사,W2WPM10GY,겨울,여성,울,코트,그레이,40729,2026-09-22,2026-10-05,2026-10-08,13,3,N,zipper-line-4,tight,supply_and_production_break
PRD-00460,SHP-202610-02,1,옷감사,W3MJW01NV,겨울,남성,울,재킷,네이비,39399,2026-09-28,2026-10-17,2026-10-18,19,1,N,fabric-line-5,tight,supply_and_production_break
PRD-00461,SHP-202610-02,2,케어라벨사,W3MJW01NV,겨울,남성,울,재킷,네이비,39399,2026-10-08,2026-10-18,2026-10-18,10,0,N,label-line-6,tight,supply_and_production_break
PRD-00462,SHP-202610-02,3,지퍼단추사,W3MJW01NV,겨울,남성,울,재킷,네이비,39399,2026-10-03,2026-10-14,2026-10-18,11,4,N,zipper-line-1,tight,supply_and_production_break
PRD-00463,SHP-202610-03,1,옷감사,W2WTO11BK,가을,여성,트윌,아우터,블랙,40372,2026-10-05,2026-10-22,2026-10-27,17,5,N,fabric-line-2,tight,supply_and_production_break
PRD-00464,SHP-202610-03,2,케어라벨사,W2WTO11BK,가을,여성,트윌,아우터,블랙,40372,2026-10-14,2026-10-26,2026-10-27,12,1,N,label-line-3,tight,supply_and_production_break
PRD-00465,SHP-202610-03,3,지퍼단추사,W2WTO11BK,가을,여성,트윌,아우터,블랙,40372,2026-10-16,2026-10-27,2026-10-27,11,0,N,zipper-line-4,tight,supply_and_production_break
PRD-00466,SHP-202611-01,1,옷감사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,42351,2026-10-23,2026-11-08,2026-11-07,16,-1,Y,fabric-line-5,late,supply_and_production_break
PRD-00467,SHP-202611-01,2,케어라벨사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,42351,2026-10-28,2026-11-06,2026-11-07,9,1,N,label-line-6,tight,supply_and_production_break
PRD-00468,SHP-202611-01,3,지퍼단추사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,42351,2026-10-20,2026-11-03,2026-11-07,14,4,N,zipper-line-1,tight,supply_and_production_break
PRD-00469,SHP-202611-02,1,옷감사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,42138,2026-10-26,2026-11-12,2026-11-15,17,3,N,fabric-line-2,tight,supply_and_production_break
PRD-00470,SHP-202611-02,2,케어라벨사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,42138,2026-10-29,2026-11-10,2026-11-15,12,5,N,label-line-3,tight,supply_and_production_break
PRD-00471,SHP-202611-02,3,지퍼단추사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,42138,2026-10-28,2026-11-10,2026-11-15,13,5,N,zipper-line-4,tight,supply_and_production_break
PRD-00472,SHP-202611-03,1,옷감사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,33824,2026-11-06,2026-11-23,2026-11-23,17,0,N,fabric-line-5,tight,supply_and_production_break
PRD-00473,SHP-202611-03,2,케어라벨사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,33824,2026-11-08,2026-11-18,2026-11-23,10,5,N,label-line-6,tight,supply_and_production_break
PRD-00474,SHP-202611-03,3,지퍼단추사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,33824,2026-11-10,2026-11-23,2026-11-23,13,0,N,zipper-line-1,tight,supply_and_production_break
PRD-00475,SHP-202611-04,1,옷감사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,39120,2026-11-06,2026-11-24,2026-11-28,18,4,N,fabric-line-2,tight,supply_and_production_break
PRD-00476,SHP-202611-04,2,케어라벨사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,39120,2026-11-11,2026-11-23,2026-11-28,12,5,N,label-line-3,tight,supply_and_production_break
PRD-00477,SHP-202611-04,3,지퍼단추사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,39120,2026-11-14,2026-11-28,2026-11-28,14,0,N,zipper-line-4,tight,supply_and_production_break
PRD-00478,SHP-202612-01,1,옷감사,W3MJW01NV,겨울,남성,울,재킷,네이비,37547,2026-11-18,2026-12-05,2026-12-08,17,3,N,fabric-line-5,tight,supply_and_production_break
PRD-00479,SHP-202612-01,2,케어라벨사,W3MJW01NV,겨울,남성,울,재킷,네이비,37547,2026-11-26,2026-12-08,2026-12-08,12,0,N,label-line-6,tight,supply_and_production_break
PRD-00480,SHP-202612-01,3,지퍼단추사,W3MJW01NV,겨울,남성,울,재킷,네이비,37547,2026-11-22,2026-12-04,2026-12-08,12,4,N,zipper-line-1,tight,supply_and_production_break
PRD-00481,SHP-202612-02,1,옷감사,W2WTO11BK,가을,여성,트윌,아우터,블랙,39044,2026-11-25,2026-12-14,2026-12-18,19,4,N,fabric-line-2,tight,supply_and_production_break
PRD-00482,SHP-202612-02,2,케어라벨사,W2WTO11BK,가을,여성,트윌,아우터,블랙,39044,2026-12-09,2026-12-18,2026-12-18,9,0,N,label-line-3,tight,supply_and_production_break
PRD-00483,SHP-202612-02,3,지퍼단추사,W2WTO11BK,가을,여성,트윌,아우터,블랙,39044,2026-12-05,2026-12-17,2026-12-18,12,1,N,zipper-line-4,tight,supply_and_production_break
PRD-00484,SHP-202612-03,1,옷감사,W2MTC08RD,여름,여성,면,티셔츠,레드,36345,2026-12-06,2026-12-24,2026-12-27,18,3,N,fabric-line-5,tight,supply_and_production_break
PRD-00485,SHP-202612-03,2,케어라벨사,W2MTC08RD,여름,여성,면,티셔츠,레드,36345,2026-12-14,2026-12-23,2026-12-27,9,4,N,label-line-6,tight,supply_and_production_break
PRD-00486,SHP-202612-03,3,지퍼단추사,W2MTC08RD,여름,여성,면,티셔츠,레드,36345,2026-12-15,2026-12-28,2026-12-27,13,-1,Y,zipper-line-1,late,supply_and_production_break
